,address,checkins,city,country,created,icon,latitude,longitude,title,type,updated
91,М.Посадская 19,1,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,59.957859,30.330169,Антресоль,Клуб,2013-04-11 22:35:50
92,1-й Смоленский пер. 3,4,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.746608,37.57969,Mafia,Клуб,2012-11-20 16:39:28
93,Новозаводская 27,9,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.749729,37.498788,Главклуб,Клуб,2015-08-28 22:01:41
94,Земляной Вал 75,24,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.745985,37.655975,Double Bourbon,Клуб,2017-03-08 18:11:59
95,Баррикадная 5,10,Королёв,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.910276,37.856758,The Best Club,Клуб,2017-01-21 12:16:21
96,Таганская пл. 20К13,0,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.7664,37.667137,Studio 54,Клуб,
97,пл. Ломоносова 2К4,0,Иркутск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,52.262714,104.241476,Полигон,Клуб,2012-07-23 14:14:36
98,Паустовского 8К1,8,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.599072,37.538273,Шпилька,Клуб,2015-02-09 18:04:09
99,Дубининская 69,2,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.714921,37.634502,Serebro,Клуб,2016-04-09 21:01:40
100,просп. Испытателей 26К2,14,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,60.005873,30.269416,Vinyl Story Club,Клуб,2015-08-09 18:46:34
101,Хорошевское ш. 39,10,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.777282,37.513682,Закрома Родины,Клуб,2017-02-13 13:09:28
102,Волгоградский пр. 6К1,2,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.819257,37.564918,Shambor,Клуб,2015-04-18 13:40:58
103,Красная 174,6,Краснодар,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,45.044215,38.978466,Infiniti,Клуб,2014-08-02 12:55:47
104,Пестеля 7,10,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,59.94188,30.341479,Китайский летчик Джао Да,Клуб,2012-11-13 18:58:27
105,Тимирязевская 11,0,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.598843,37.516171,Dark Woods,Клуб,2010-08-04 17:31:38
106,Бутырский Вал 5,17,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.779474,37.58526,Жара,Клуб,2013-05-02 19:52:04
107,Декабристов 81,2,Казань,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.818523,49.092239,Neo Territory,Клуб,2015-03-25 06:19:05
108,Полярные Зори 51К33,0,Мурманск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,67.374576,32.503702,Декабрь,Клуб,
109,Комсомольская пл. 89,0,Самара,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,53.215343,50.24581,Движение,Клуб,2015-08-13 14:37:46
110,просп. Гагарина 29,5,Нижний Новгород,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,56.292438,43.979845,Затерянный рай,Клуб,2014-08-15 07:54:10
111,М.Дмитровка 23К15,0,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.770578,37.604915,Синяя птица,Клуб,2015-08-09 18:46:39
112,просп. Ленина 46,0,Тула,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,54.184551,37.607601,Анастасия,Клуб,2017-01-13 13:29:36
113,Кадашевская наб. 6К1,29,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.742833,37.617186,Третьяков,Клуб,2014-05-09 13:24:49
114,просп. Победы 168,5,Челябинск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.184896,61.399338,Такси-блюз,Клуб,2015-01-06 20:53:34
115,Рабоче-Крестьянская 2К1,4,Волгоград,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,48.699629,44.503815,Калипсо,Клуб,2016-10-15 17:18:02
116,М.Сухаревская пл. К38,5,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.785017,37.53287,Арсенал,Клуб,2015-05-08 12:46:37
117,Мясницкая 13,0,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.762449,37.632395,Вос-дух,Клуб,2012-11-29 08:36:27
118,Карла Маркса 68,2,Воронеж,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,51.663663,39.206297,Bit Town,Клуб,2012-04-23 16:45:29
119,Красная 139,2,Краснодар,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,45.044979,38.977029,Барсук,Клуб,2014-12-17 15:45:10
120,Энгельса 107,3,Челябинск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.148765,61.381075,Парк,Клуб,2014-11-10 06:12:13
121,Красная 36,8,Петрозаводск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,61.789079,34.353688,Контакт,Клуб,2016-12-07 17:16:28
122,Ставропольская 12,36,Петрозаводск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,61.810098,34.332272,Территория,Клуб,2016-03-19 22:11:43
123,Новокузнецкая 59а,3,Челябинск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.162947,61.389232,Монте-Карло,Клуб,2016-12-13 16:20:28
124,Свободы 46,11,Ярославль,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,57.626034,39.869164,Старый город,Клуб,2015-12-25 19:25:19
125,Сергея Макеева 9,191,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.761629,37.550837,Milk,Клуб,2016-04-06 20:45:19
126,Рогожский Вал 6К2,3,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.742767,37.674526,Platina,Клуб,2013-05-23 19:33:39
127,Менделеевская 2,0,Тула,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,54.191984,37.623555,Бригантина,Клуб,2011-09-15 05:44:46
128,Ясная 2,1,Екатеринбург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,56.816336,60.584691,Партия,Клуб,2012-12-05 14:57:41
129,Волгоградский просп. 3,5,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,59.962944,30.412051,Free for Fun,Клуб,2015-01-14 18:20:25
130,Лубянский пр. 15К2,2,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.756619,37.632489,Ля Мур,Клуб,2017-02-01 08:51:58
131,Газеты «Звезда» 38б,3,Пермь,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,58.007494,56.248559,New Star,Клуб,2014-08-03 13:40:58
132,Беговая ул. 47,5,Екатеринбург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,56.809497,60.601184,Red Cafe,Клуб,2017-03-10 20:12:45
133,Маршала Казакова 13,9,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,59.860075,30.236709,Pickup Night Club,Клуб,2016-11-13 10:31:21
134,Страстной б-р 8а,8,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.766258,37.610867,Babуlon Private Club,Клуб,2014-01-11 22:46:57
135,Летниковская 11К10,124,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.724545,37.646372,Форум холл,Клуб,2016-11-15 07:06:46
136,Малышева 3К2,13,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.701957,37.742735,От заката до рассвета,Клуб,2017-03-09 21:21:04
137,Комсомольский просп. 28,1,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.727019,37.579681,Maska,Клуб,2012-11-17 17:34:58
138,Газетный пер. 84,2,Ростов-на-Дону,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,47.2272,39.714105,Асмолов,Клуб,2014-11-14 15:09:14
139,факс)Новопесчаная 233б,3,Ростов-на-Дону,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,47.234941,39.732162,Камасутра,Клуб,2015-07-24 23:53:31
140,Лиговский просп. 50К13,8,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,59.925259,30.358139,Jesus,Клуб,2014-01-23 12:49:14
141,Бауманская 5,18,Дмитров,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,56.344391,37.510628,Гелиос,Клуб,2015-01-23 09:42:32
142,пл. Киевского Вокзала 2,64,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.74449,37.566302,Face,Клуб,2016-11-22 15:38:14
143,Московская 75,64,Липецк,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,52.608197,39.532349,Мегаполис,Клуб,2017-03-14 04:24:06
144,Кузнецкий мост 3,3,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.761224,37.616575,Shelter,Клуб,2016-03-20 15:14:37
145,Школьная 21,3,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.745808,37.672109,Old Street,Клуб,2014-11-13 14:54:36
146,Усиевича 12К14,0,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.806267,37.528285,Manhattan,Клуб,2015-01-23 05:38:48
147,Братиславская ,14,Челябинск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.070035,60.107668,Van Gogh,Клуб,2016-07-27 12:35:01
148,просп. Испытателей ,1,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,60.004586,30.285519,Malina,Клуб,2012-08-21 07:35:46
149,Невский просп. 32К34,4,Санкт-Петербург,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,59.935534,30.328561,RAFINAD,Клуб,2012-11-03 17:48:09
150,Республиканская 3К4,95,Ярославль,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,57.640084,39.885908,Король Королю,Клуб,2016-10-28 20:32:21
151,Гоголя 15,135,Новосибирск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.043154,82.92405,Изюм,Клуб,2017-03-10 20:45:10
152,Подольская 21,4,Казань,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.786764,49.122903,Тихое место,Клуб,2012-11-03 08:21:44
153,Октябрьская 35,35,Новосибирск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.025003,82.919019,Rublev Bar,Клуб,2016-05-20 09:09:39
154,добавочный 1а,5,Воронеж,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,51.653282,39.174568,Black and White,Клуб,2012-12-16 15:16:39
155,Декабристов пл. 10,12,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.764085,37.487335,Бульвар,Клуб,2017-03-04 06:45:28
156,наб. Большой Невки 10,13,Пермь,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,58.008052,56.183863,Студклуб ПГУ,Клуб,2016-09-30 14:39:24
157,Жуковского 102,43,Новосибирск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.0619,82.891297,Танцуки,Клуб,2017-02-19 10:20:18
158,Верхний ,6,Новосибирск,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.04157,82.934075,Красная площадь,Клуб,2017-02-09 06:02:01
159,Ленинградский просп. 31,763,Москва,Россия,2010-08-02 09:39:01,https://vk.com/images/places/clubs.png,55.785994,37.559056,Arena Moscow,Клуб,2017-01-18 18:04:51
